degree, x, y, distance, frame
146.0, 512.0, 326.0,1.414, 665
undef, 512.0, 325.318,1.0, 666
undef, 512.89, 325.666,1.0, 667
undef, 512.89, 325.666,2.0, 668
153.0, 508.5, 327.312,2.0, 669
-18.0, 514.985, 325.538,1.414, 670
135.0, 513.5, 326.113,2.828, 671
180.0, 512.5, 326.5,2.449, 672
-27.0, 514.5, 325.281,2.236, 673
180.0, 513.5, 325.688,1.732, 674
0.0, 514.0, 325.484,2.236, 675
180.0, 513.0, 325.891,2.236, 676
135.0, 512.5, 326.344,2.236, 677
-27.0, 514.0, 325.688,2.449, 678
180.0, 513.5, 325.015,1.732, 679
undef, 513.5, 325.015,2.236, 680
180.0, 512.939, 325.236,2.0, 681
-27.0, 514.0, 324.818,2.236, 682
153.0, 512.791, 325.294,1.732, 683
undef, 512.791, 325.294,2.236, 684
0.0, 514.5, 325.726,2.0, 685
166.0, 506.5, 327.219,2.449, 686
-18.0, 515.5, 324.688,2.449, 687
0.0, 516.0, 324.03,2.828, 688
undef, 516.069, 324.474,2.236, 689
180.0, 515.931, 324.526,2.0, 690
undef, 515.823, 324.191,2.236, 691
-18.0, 518.5, 323.094,2.0, 692
11.0, 523.5, 324.615,2.0, 693
49.0, 529.0, 331.889,0.0, 694
-176.0, 238.5, 311.0,1.0, 696
8.0, 386.0, 331.5,17.349, 700
-172.0, 224.5, 307.0,11.832, 701
0.0, 225.0, 307.0,13.342, 702
-5.0, 476.0, 286.5,2.236, 703
undef, 476.0, 286.5,15.492, 704
180.0, 475.0, 286.0,2.0, 705
undef, 475.5, 285.5,2.236, 706
44.0, 518.617, 327.019,1.0, 707
180.0, 513.282, 327.439,1.0, 708
27.0, 515.0, 328.3,1.0, 709
undef, 515.0, 326.879,2.646, 710
undef, 515.0, 325.742,1.414, 711
undef, 515.5, 323.588,1.0, 712
124.0, 513.0, 326.125,1.414, 713
-153.0, 511.0, 325.309,1.732, 714
27.0, 513.0, 326.125,1.0, 715
180.0, 512.253, 326.894,2.646, 716
153.0, 506.5, 329.6,2.236, 717
-21.0, 514.95, 326.22,2.646, 718
157.0, 507.0, 329.097,3.0, 719
undef, 507.0, 328.75,2.449, 720
undef, 507.0, 328.328,1.0, 721
undef, 507.0, 328.328,2.0, 722
-135.0, 506.0, 327.875,2.0, 723
undef, 506.0, 326.838,0.0, 724
18.0, 509.0, 327.065,1.0, 725
-162.0, 506.307, 326.721,2.449, 726
undef, 506.5, 327.688,1.414, 727
117.0, 505.5, 329.2,2.236, 728
-27.0, 509.0, 327.8,1.732, 729
180.0, 505.5, 327.379,2.449, 730
-45.0, 508.5, 324.824,2.828, 731
45.0, 509.0, 325.318,1.414, 732
180.0, 508.0, 325.309,2.0, 733
180.0, 506.5, 325.882,2.236, 734
0.0, 508.0, 325.0,2.449, 735
undef, 508.091, 325.641,2.449, 736
-14.0, 512.5, 324.758,2.0, 737
135.0, 511.5, 325.767,2.236, 738
undef, 511.5, 325.167,2.449, 739
180.0, 510.0, 325.95,2.0, 740
0.0, 511.5, 325.167,2.236, 741
undef, 511.5, 325.81,2.236, 742
undef, 511.5, 325.167,2.0, 743
-45.0, 512.073, 324.976,2.0, 744
undef, 512.0, 325.983,1.414, 745
0.0, 513.036, 325.626,2.236, 746
135.0, 512.951, 326.66,2.236, 747
-135.0, 511.5, 325.833,2.449, 748
18.0, 514.175, 326.175,0.0, 749
180.0, 513.5, 326.431,2.449, 750
-45.0, 514.23, 325.499,2.236, 751
180.0, 513.766, 325.669,1.414, 752
-45.0, 514.337, 324.181,2.236, 753
0.0, 515.097, 324.546,1.414, 754
180.0, 514.805, 324.834,2.236, 755
undef, 514.32, 324.634,2.236, 756
undef, 514.5, 325.033,2.0, 757
undef, 514.998, 326.778,2.236, 758
-135.0, 513.807, 325.36,2.236, 759
undef, 513.629, 327.374,0.0, 760
-146.0, 510.5, 325.468,1.414, 761
undef, 510.5, 325.468,1.732, 762
undef, 510.5, 325.468,2.0, 763
0.0, 512.5, 325.113,2.0, 764
146.0, 509.0, 327.417,2.449, 765
-18.0, 512.5, 326.81,1.0, 766
162.0, 509.0, 327.8,2.0, 767
135.0, 508.5, 328.328,2.828, 768
undef, 508.5, 328.0,2.449, 769
180.0, 505.0, 328.517,2.0, 770
180.0, 504.239, 328.536,2.646, 771
-135.0, 503.77, 327.856,2.236, 772
27.0, 505.5, 328.8,0.0, 773
135.0, 504.211, 329.316,2.646, 774
-45.0, 506.5, 327.661,2.449, 775
135.0, 505.5, 328.048,2.0, 776
180.0, 504.5, 328.435,2.449, 777
0.0, 506.0, 328.242,2.236, 778
-30.0, 513.0, 324.424,2.449, 779
undef, 513.0, 324.424,2.646, 780
166.0, 509.5, 325.118,2.0, 781
166.0, 505.5, 326.591,2.646, 782
-27.0, 507.5, 325.864,2.646, 783
-18.0, 513.5, 323.833,1.732, 784
156.0, 504.0, 327.136,2.828, 785
-27.0, 510.515, 324.767,1.0, 786
0.0, 511.283, 324.436,2.646, 787
-45.0, 512.5, 323.971,2.236, 788
135.0, 511.0, 324.544,1.414, 789
0.0, 512.5, 324.409,2.449, 790
180.0, 506.5, 324.861,2.236, 791
undef, 506.0, 325.042,1.414, 792
0.0, 508.0, 325.353,2.236, 793
undef, 508.5, 324.5,2.449, 794
0.0, 509.5, 324.443,1.0, 795
63.0, 510.0, 326.297,2.236, 796
135.0, 509.0, 327.0,1.732, 797
0.0, 511.0, 327.0,2.449, 798
-153.0, 509.5, 326.887,2.449, 799
0.0, 511.0, 326.581,1.0, 800
-45.0, 513.0, 324.424,2.449, 801
undef, 513.5, 324.227,2.0, 802
-45.0, 514.604, 323.793,2.0, 803
undef, 514.194, 324.427,1.414, 804
undef, 514.349, 325.176,2.236, 805
-135.0, 513.898, 324.713,2.236, 806
-45.0, 514.5, 323.833,0.0, 807
undef, 514.5, 324.469,1.414, 808
166.0, 510.394, 325.451,2.236, 809
undef, 510.5, 326.094,2.646, 810
undef, 510.078, 325.831,2.236, 811
0.0, 512.0, 325.484,1.0, 812
180.0, 509.589, 325.468,2.449, 813
0.0, 511.5, 325.438,2.646, 814
-45.0, 512.0, 324.591,2.449, 815
162.0, 506.0, 326.773,1.414, 816
-11.0, 511.5, 325.438,2.828, 817
-45.0, 512.0, 324.294,2.449, 818
-18.0, 515.0, 323.397,1.414, 819
180.0, 514.0, 323.514,2.0, 820
[end]
